x	y	RR	N_pairs	N_x	N_y	N_total	date	RR_xx	N_diag.x	RR_yy	N_diag.y	nRR	nRR_fixed
80+	5-11	0.5859758064238073	86	5534	1153	43476	2024-02-25	2.126586685795168	1498	1.7005699525127331	52	0.3062199234588342	0.5494354807925744
80+	65-80	1.177671322559005	1173	5534	7825	43476	2024-02-25	2.126586685795168	1498	1.1602002266022926	1634	0.7166094754222954	1.1042340011864782
80+	80+	2.126586685795168	1498	5534	5534	43476	2024-02-25	2.126586685795168	1498	2.126586685795168	1498	1	1.9939768252341352
0-4	0-4	1.8566152114393588	20	413	413	15834	2024-03-24	1.8566152114393588	20	1.8566152114393588	20	1	1.695003163636725
0-4	12-17	0.9529812638021472	13	413	523	15834	2024-03-24	1.8566152114393588	20	1.7366385282730532	30	0.5304280370015949	0.8700274817736101
0-4	18-24	1.2835980416208894	38	413	1135	15834	2024-03-24	1.8566152114393588	20	1.2537165479632828	102	0.8253769314096656	1.171865192087152
0-4	25-64	0.9693525985141013	176	413	6961	15834	2024-03-24	1.8566152114393588	20	1.0953461629274401	3352	0.6567515462305323	0.8849737474072978
0-4	5-11	2.190806718167493	18	413	315	15834	2024-03-24	1.8566152114393588	20	1.9149307130259512	12	1.1617552918850285	2.000104434850355
0-4	65-80	0.9883427419078257	91	413	3530	15834	2024-03-24	1.8566152114393588	20	1.158873676861222	912	0.6555107835033803	0.9023108633222986
0-4	80+	0.7390343101812009	57	413	2957	15834	2024-03-24	1.8566152114393588	20	1.5356204115601721	848	0.43572109506221235	0.6747038837531011
12-17	0-4	0.9529812638021472	13	523	413	15834	2024-03-24	1.7366385282730532	30	1.8566152114393588	20	0.5304280370015949	0.8700274817736101
12-17	12-17	1.7366385282730532	30	523	523	15834	2024-03-24	1.7366385282730532	30	1.7366385282730532	30	1	1.5854700432160045
12-17	18-24	1.2270196511147986	46	523	1135	15834	2024-03-24	1.7366385282730532	30	1.2537165479632828	102	0.8206514743788399	1.1202117582951545
12-17	25-64	1.0351287959714366	238	523	6961	15834	2024-03-24	1.7366385282730532	30	1.0953461629274401	3352	0.731027112673155	0.9450243502975666
12-17	5-11	1.2494643236517042	13	523	315	15834	2024-03-24	1.7366385282730532	30	1.9149307130259512	12	0.6843437662473143	1.1407026983254
12-17	65-80	0.8061992535979504	94	523	3530	15834	2024-03-24	1.7366385282730532	30	1.158873676861222	912	0.5568612366187999	0.7360223469841617
12-17	80+	0.9112298586948299	89	523	2957	15834	2024-03-24	1.7366385282730532	30	1.5356204115601721	848	0.5569423908373656	0.8319103946641507
18-24	0-4	1.2835980416208894	38	1135	413	15834	2024-03-24	1.2537165479632828	102	1.8566152114393588	20	0.8253769314096656	1.171865192087152
18-24	12-17	1.2270196511147986	46	1135	523	15834	2024-03-24	1.2537165479632828	102	1.7366385282730532	30	0.8206514743788399	1.1202117582951545
18-24	18-24	1.2537165479632828	102	1135	1135	15834	2024-03-24	1.2537165479632828	102	1.2537165479632828	102	1	1.1445847809541592
18-24	25-64	1.1303223054563911	564	1135	6961	15834	2024-03-24	1.2537165479632828	102	1.0953461629274401	3352	0.9623602641308736	1.0319315881250481
18-24	5-11	1.3286371582406824	30	1135	315	15834	2024-03-24	1.2537165479632828	102	1.9149307130259512	12	0.8386147455402716	1.2129838065892748
18-24	65-80	0.8259742172193034	209	1135	3530	15834	2024-03-24	1.2537165479632828	102	1.158873676861222	912	0.6847198572889733	0.75407596719177
18-24	80+	0.6888053286534305	146	1135	2957	15834	2024-03-24	1.2537165479632828	102	1.5356204115601721	848	0.4938846318310066	0.6288471644548588
25-64	0-4	0.9693525985141013	176	6961	413	15834	2024-03-24	1.0953461629274401	3352	1.8566152114393588	20	0.6567515462305323	0.8849737474072978
25-64	12-17	1.0351287959714366	238	6961	523	15834	2024-03-24	1.0953461629274401	3352	1.7366385282730532	30	0.731027112673155	0.9450243502975666
25-64	18-24	1.1303223054563911	564	6961	1135	15834	2024-03-24	1.0953461629274401	3352	1.2537165479632828	102	0.9623602641308736	1.0319315881250481
25-64	25-64	1.0953461629274401	3352	6961	6961	15834	2024-03-24	1.0953461629274401	3352	1.0953461629274401	3352	1	1
25-64	5-11	1.119284083886871	155	6961	315	15834	2024-03-24	1.0953461629274401	3352	1.9149307130259512	12	0.7436419505646835	1.0218542062496974
25-64	65-80	0.9214682124161607	1430	6961	3530	15834	2024-03-24	1.0953461629274401	3352	1.158873676861222	912	0.8175495540865706	0.8412575344705912
25-64	80+	0.8046358772536122	1046	6961	2957	15834	2024-03-24	1.0953461629274401	3352	1.5356204115601721	848	0.6116656023350029	0.7345950572402875
5-11	0-4	2.190806718167493	18	315	413	15834	2024-03-24	1.9149307130259512	12	1.8566152114393588	20	1.1617552918850285	2.000104434850355
5-11	12-17	1.2494643236517042	13	315	523	15834	2024-03-24	1.9149307130259512	12	1.7366385282730532	30	0.6843437662473143	1.1407026983254
5-11	18-24	1.3286371582406824	30	315	1135	15834	2024-03-24	1.9149307130259512	12	1.2537165479632828	102	0.8386147455402716	1.2129838065892748
5-11	25-64	1.119284083886871	155	315	6961	15834	2024-03-24	1.9149307130259512	12	1.0953461629274401	3352	0.7436419505646835	1.0218542062496974
5-11	5-11	1.9149307130259512	12	315	315	15834	2024-03-24	1.9149307130259512	12	1.9149307130259512	12	1	1.7482424988901006
5-11	65-80	0.7831925895948559	55	315	3530	15834	2024-03-24	1.9149307130259512	12	1.158873676861222	912	0.5095916917625352	0.7150183349359462
5-11	80+	0.5439758227718999	32	315	2957	15834	2024-03-24	1.9149307130259512	12	1.5356204115601721	848	0.31529793539120343	0.49662457511884756
65-80	0-4	0.9883427419078257	91	3530	413	15834	2024-03-24	1.158873676861222	912	1.8566152114393588	20	0.6555107835033803	0.9023108633222986
65-80	12-17	0.8061992535979504	94	3530	523	15834	2024-03-24	1.158873676861222	912	1.7366385282730532	30	0.5568612366187999	0.7360223469841617
65-80	18-24	0.8259742172193034	209	3530	1135	15834	2024-03-24	1.158873676861222	912	1.2537165479632828	102	0.6847198572889733	0.75407596719177
65-80	25-64	0.9214682124161607	1430	3530	6961	15834	2024-03-24	1.158873676861222	912	1.0953461629274401	3352	0.8175495540865706	0.8412575344705912
65-80	5-11	0.7831925895948559	55	3530	315	15834	2024-03-24	1.158873676861222	912	1.9149307130259512	12	0.5095916917625352	0.7150183349359462
65-80	65-80	1.158873676861222	912	3530	3530	15834	2024-03-24	1.158873676861222	912	1.158873676861222	912	1	1.0579976596293514
65-80	80+	1.1210089660966776	739	3530	2957	15834	2024-03-24	1.158873676861222	912	1.5356204115601721	848	0.8320737988728977	1.0234289433220367
80+	0-4	0.7390343101812009	57	2957	413	15834	2024-03-24	1.5356204115601721	848	1.8566152114393588	20	0.43572109506221235	0.6747038837531011
80+	12-17	0.9112298586948299	89	2957	523	15834	2024-03-24	1.5356204115601721	848	1.7366385282730532	30	0.5569423908373656	0.8319103946641507
80+	18-24	0.6888053286534305	146	2957	1135	15834	2024-03-24	1.5356204115601721	848	1.2537165479632828	102	0.4938846318310066	0.6288471644548588
80+	25-64	0.8046358772536122	1046	2957	6961	15834	2024-03-24	1.5356204115601721	848	1.0953461629274401	3352	0.6116656023350029	0.7345950572402875
80+	5-11	0.5439758227718999	32	2957	315	15834	2024-03-24	1.5356204115601721	848	1.9149307130259512	12	0.31529793539120343	0.49662457511884756
80+	65-80	1.1210089660966776	739	2957	3530	15834	2024-03-24	1.5356204115601721	848	1.158873676861222	912	0.8320737988728977	1.0234289433220367
80+	80+	1.5356204115601721	848	2957	2957	15834	2024-03-24	1.5356204115601721	848	1.5356204115601721	848	1	1.4019498707660123
0-4	0-4	3.755185258656792	16	213	213	10648	2024-04-21	3.755185258656792	16	3.755185258656792	16	1	3.4069276672305797
0-4	12-17	1.356352585799032	7	213	258	10648	2024-04-21	3.755185258656792	16	1.919611201249925	12	0.4780268668248686	1.2305638291548269
0-4	18-24	1.0969799991169589	14	213	638	10648	2024-04-21	3.755185258656792	16	1.6218811725513704	62	0.4080217394191578	0.9952455743094193
0-4	25-64	0.9967305029216064	97	213	4865	10648	2024-04-21	3.755185258656792	16	1.1022204242185463	2450	0.41039623535483344	0.904293262056244
0-4	5-11	2.352526926263463	8	213	170	10648	2024-04-21	3.755185258656792	16	1.4738062283737023	4	0.899801398452628	2.1343525075135137
0-4	65-80	0.8395665461675983	46	213	2739	10648	2024-04-21	3.755185258656792	16	1.1411430180878182	804	0.3429371964927954	0.7617047622419403
0-4	80+	0.7080849592360585	25	213	1765	10648	2024-04-21	3.755185258656792	16	1.5244513638661734	446	0.2682324598686824	0.6424168375740974
12-17	0-4	1.356352585799032	7	258	213	10648	2024-04-21	1.919611201249925	12	3.755185258656792	16	0.4780268668248686	1.2305638291548269
12-17	12-17	1.919611201249925	12	258	258	10648	2024-04-21	1.919611201249925	12	1.919611201249925	12	1	1.7415855840367804
12-17	18-24	1.7465978955553936	27	258	638	10648	2024-04-21	1.919611201249925	12	1.6218811725513704	62	0.9863626467057252	1.5846176111222934
12-17	25-64	1.0179983587880526	120	258	4865	10648	2024-04-21	1.919611201249925	12	1.1022204242185463	2450	0.6737624626125444	0.923588727281836
12-17	5-11	0.9711126310989512	4	258	170	10648	2024-04-21	1.919611201249925	12	1.4738062283737023	4	0.5723508240521178	0.8810512033357139
12-17	65-80	0.7835386648779756	52	258	2739	10648	2024-04-21	1.919611201249925	12	1.1411430180878182	804	0.5119905805749475	0.7108729321845855
12-17	80+	0.8417967806399191	36	258	1765	10648	2024-04-21	1.919611201249925	12	1.5244513638661734	446	0.48883942421152987	0.7637281637533957
18-24	0-4	1.0969799991169589	14	638	213	10648	2024-04-21	1.6218811725513704	62	3.755185258656792	16	0.4080217394191578	0.9952455743094193
18-24	12-17	1.7465978955553936	27	638	258	10648	2024-04-21	1.6218811725513704	62	1.919611201249925	12	0.9863626467057252	1.5846176111222934
18-24	18-24	1.6218811725513704	62	638	638	10648	2024-04-21	1.6218811725513704	62	1.6218811725513704	62	1	1.4714671738198408
18-24	25-64	1.1663893784211323	340	638	4865	10648	2024-04-21	1.6218811725513704	62	1.1022204242185463	2450	0.8563479275546624	1.0582178961599997
18-24	5-11	1.2762769684676378	13	638	170	10648	2024-04-21	1.6218811725513704	62	1.4738062283737023	4	0.824551579779181	1.157914461050288
18-24	65-80	0.6885478648707111	113	638	2739	10648	2024-04-21	1.6218811725513704	62	1.1411430180878182	804	0.49840161892424456	0.6246916222396066
18-24	80+	0.6524576624898984	69	638	1765	10648	2024-04-21	1.6218811725513704	62	1.5244513638661734	446	0.41474170637589086	0.5919484416671726
25-64	0-4	0.9967305029216064	97	4865	213	10648	2024-04-21	1.1022204242185463	2450	3.755185258656792	16	0.41039623535483344	0.904293262056244
25-64	12-17	1.0179983587880526	120	4865	258	10648	2024-04-21	1.1022204242185463	2450	1.919611201249925	12	0.6737624626125444	0.923588727281836
25-64	18-24	1.1663893784211323	340	4865	638	10648	2024-04-21	1.1022204242185463	2450	1.6218811725513704	62	0.8563479275546624	1.0582178961599997
25-64	25-64	1.1022204242185463	2450	4865	4865	10648	2024-04-21	1.1022204242185463	2450	1.1022204242185463	2450	1	1
25-64	5-11	1.1715966386554622	91	4865	170	10648	2024-04-21	1.1022204242185463	2450	1.4738062283737023	4	0.9096153081153006	1.0629422327082192
25-64	65-80	0.9133546237646091	1143	4865	2739	10648	2024-04-21	1.1022204242185463	2450	1.1411430180878182	804	0.814272539651983	0.828649699911123
25-64	80+	0.7737936174734837	624	4865	1765	10648	2024-04-21	1.1022204242185463	2450	1.5244513638661734	446	0.5891818086931279	0.7020316449153888
5-11	0-4	2.352526926263463	8	170	213	10648	2024-04-21	1.4738062283737023	4	3.755185258656792	16	0.899801398452628	2.1343525075135137
5-11	12-17	0.9711126310989512	4	170	258	10648	2024-04-21	1.4738062283737023	4	1.919611201249925	12	0.5723508240521178	0.8810512033357139
5-11	18-24	1.2762769684676378	13	170	638	10648	2024-04-21	1.4738062283737023	4	1.6218811725513704	62	0.824551579779181	1.157914461050288
5-11	25-64	1.1715966386554622	91	170	4865	10648	2024-04-21	1.4738062283737023	4	1.1022204242185463	2450	0.9096153081153006	1.0629422327082192
5-11	5-11	1.4738062283737023	4	170	170	10648	2024-04-21	1.4738062283737023	4	1.4738062283737023	4	1	1.3371247674153774
5-11	65-80	0.7546442454309216	33	170	2739	10648	2024-04-21	1.4738062283737023	4	1.1411430180878182	804	0.5771769730919909	0.6846581943588554
5-11	80+	0.6032894517580403	17	170	1765	10648	2024-04-21	1.4738062283737023	4	1.5244513638661734	446	0.40242669830603006	0.5473401131953812
65-80	0-4	0.8395665461675983	46	2739	213	10648	2024-04-21	1.1411430180878182	804	3.755185258656792	16	0.3429371964927954	0.7617047622419403
65-80	12-17	0.7835386648779756	52	2739	258	10648	2024-04-21	1.1411430180878182	804	1.919611201249925	12	0.5119905805749475	0.7108729321845855
65-80	18-24	0.6885478648707111	113	2739	638	10648	2024-04-21	1.1411430180878182	804	1.6218811725513704	62	0.49840161892424456	0.6246916222396066
65-80	25-64	0.9133546237646091	1143	2739	4865	10648	2024-04-21	1.1411430180878182	804	1.1022204242185463	2450	0.814272539651983	0.828649699911123
65-80	5-11	0.7546442454309216	33	2739	170	10648	2024-04-21	1.1411430180878182	804	1.4738062283737023	4	0.5771769730919909	0.6846581943588554
65-80	65-80	1.1411430180878182	804	2739	2739	10648	2024-04-21	1.1411430180878182	804	1.1411430180878182	804	1	1.0353128947840604
65-80	80+	1.2070129604175135	548	2739	1765	10648	2024-04-21	1.1411430180878182	804	1.5244513638661734	446	0.9056238778029857	1.0950740286574376
80+	0-4	0.7080849592360585	25	1765	213	10648	2024-04-21	1.5244513638661734	446	3.755185258656792	16	0.2682324598686824	0.6424168375740974
80+	12-17	0.8417967806399191	36	1765	258	10648	2024-04-21	1.5244513638661734	446	1.919611201249925	12	0.48883942421152987	0.7637281637533957
80+	18-24	0.6524576624898984	69	1765	638	10648	2024-04-21	1.5244513638661734	446	1.6218811725513704	62	0.41474170637589086	0.5919484416671726
80+	25-64	0.7737936174734837	624	1765	4865	10648	2024-04-21	1.5244513638661734	446	1.1022204242185463	2450	0.5891818086931279	0.7020316449153888
80+	5-11	0.6032894517580403	17	1765	170	10648	2024-04-21	1.5244513638661734	446	1.4738062283737023	4	0.40242669830603006	0.5473401131953812
80+	65-80	1.2070129604175135	548	1765	2739	10648	2024-04-21	1.5244513638661734	446	1.1411430180878182	804	0.9056238778029857	1.0950740286574376
80+	80+	1.5244513638661734	446	1765	1765	10648	2024-04-21	1.5244513638661734	446	1.5244513638661734	446	1	1.383073049972723
0-4	0-4	6.823933402705515	18	155	155	9108	2024-05-19	6.823933402705515	18	6.823933402705515	18	1	5.801694350238171
0-4	12-17	2.0691049522944116	5	155	142	9108	2024-05-19	6.823933402705515	18	2.7102261456060304	6	0.43404034551967197	1.7591488373870858
0-4	18-24	1.4364014336917563	11	155	450	9108	2024-05-19	6.823933402705515	18	1.7091604938271605	38	0.33666603253373817	1.2212255880485918
0-4	25-64	1.1440831138017062	72	155	3698	9108	2024-05-19	6.823933402705515	18	1.176196640284123	1766	0.2860161291513616	0.9726971448629037
0-4	5-11	3.7191506737443856	5	155	79	9108	2024-05-19	6.823933402705515	18	2.91892324947925	2	0.7634620535878237	3.162014365936281
0-4	65-80	0.6055577443979315	27	155	2620	9108	2024-05-19	6.823933402705515	18	1.0800525901753977	814	0.15322844573443192	0.5148439671207125
0-4	80+	0.5086295249983576	17	155	1964	9108	2024-05-19	6.823933402705515	18	1.582030780111249	670	0.12101634361899466	0.4324357914128139
12-17	0-4	2.0691049522944116	5	142	155	9108	2024-05-19	2.7102261456060304	6	6.823933402705515	18	0.43404034551967197	1.7591488373870858
12-17	12-17	2.7102261456060304	6	142	142	9108	2024-05-19	2.7102261456060304	6	2.7102261456060304	6	1	2.3042287767046723
12-17	18-24	1.7104381846635368	12	142	450	9108	2024-05-19	2.7102261456060304	6	1.7091604938271605	38	0.7740613457087834	1.4542110783876767
12-17	25-64	0.9539625530359006	55	142	3698	9108	2024-05-19	2.7102261456060304	6	1.176196640284123	1766	0.4909206257740707	0.8110570293802749
12-17	5-11	3.24772686753432	4	142	79	9108	2024-05-19	2.7102261456060304	6	2.91892324947925	2	1.1538961358424271	2.7612108012396606
12-17	65-80	0.8813272766369208	36	142	2620	9108	2024-05-19	2.7102261456060304	6	1.0800525901753977	814	0.4650461552164557	0.7493026645816865
12-17	80+	0.7838020997676487	24	142	1964	9108	2024-05-19	2.7102261456060304	6	1.582030780111249	670	0.36521676746396886	0.6663869568427885
18-24	0-4	1.4364014336917563	11	450	155	9108	2024-05-19	1.7091604938271605	38	6.823933402705515	18	0.33666603253373817	1.2212255880485918
18-24	12-17	1.7104381846635368	12	450	142	9108	2024-05-19	1.7091604938271605	38	2.7102261456060304	6	0.7740613457087834	1.4542110783876767
18-24	18-24	1.7091604938271605	38	450	450	9108	2024-05-19	1.7091604938271605	38	1.7091604938271605	38	1	1.4531247882278377
18-24	25-64	1.31904873505198	241	450	3698	9108	2024-05-19	1.7091604938271605	38	1.176196640284123	1766	0.9143053519842762	1.1214525614810031
18-24	5-11	0.2562306610407876	1	450	79	9108	2024-05-19	1.7091604938271605	38	2.91892324947925	2	0.11072861912292473	0.21784678876390287
18-24	65-80	0.7725199321458863	100	450	2620	9108	2024-05-19	1.7091604938271605	38	1.0800525901753977	814	0.5539339655164028	0.6567948807941466
18-24	80+	0.48435958361620274	47	450	1964	9108	2024-05-19	1.7091604938271605	38	1.582030780111249	670	0.29433693960703355	0.41180153643288797
25-64	0-4	1.1440831138017062	72	3698	155	9108	2024-05-19	1.176196640284123	1766	6.823933402705515	18	0.2860161291513616	0.9726971448629037
25-64	12-17	0.9539625530359006	55	3698	142	9108	2024-05-19	1.176196640284123	1766	2.7102261456060304	6	0.4909206257740707	0.8110570293802749
25-64	18-24	1.31904873505198	241	3698	450	9108	2024-05-19	1.176196640284123	1766	1.7091604938271605	38	0.9143053519842762	1.1214525614810031
25-64	25-64	1.176196640284123	1766	3698	3698	9108	2024-05-19	1.176196640284123	1766	1.176196640284123	1766	1	1
25-64	5-11	1.0288318694333578	33	3698	79	9108	2024-05-19	1.176196640284123	1766	2.91892324947925	2	0.5024672767237623	0.8747107704582733
25-64	65-80	0.9184371374665076	977	3698	2620	9108	2024-05-19	1.176196640284123	1766	1.0800525901753977	814	0.8141273801382779	0.780853393055645
25-64	80+	0.6947434843957047	554	3698	1964	9108	2024-05-19	1.176196640284123	1766	1.582030780111249	670	0.5037608423863165	0.590669502531381
5-11	0-4	3.7191506737443856	5	79	155	9108	2024-05-19	2.91892324947925	2	6.823933402705515	18	0.7634620535878237	3.162014365936281
5-11	12-17	3.24772686753432	4	79	142	9108	2024-05-19	2.91892324947925	2	2.7102261456060304	6	1.1538961358424271	2.7612108012396606
5-11	18-24	0.2562306610407876	1	79	450	9108	2024-05-19	2.91892324947925	2	1.7091604938271605	38	0.11072861912292473	0.21784678876390287
5-11	25-64	1.0288318694333578	33	79	3698	9108	2024-05-19	2.91892324947925	2	1.176196640284123	1766	0.5024672767237623	0.8747107704582733
5-11	5-11	2.91892324947925	2	79	79	9108	2024-05-19	2.91892324947925	2	2.91892324947925	2	1	2.4816626314917483
5-11	65-80	1.0561068702290077	24	79	2620	9108	2024-05-19	2.91892324947925	2	1.0800525901753977	814	0.5281886725878361	0.8978999208617818
5-11	80+	0.587028539018794	10	79	1964	9108	2024-05-19	2.91892324947925	2	1.582030780111249	670	0.26084627177238795	0.49909047425691583
65-80	0-4	0.6055577443979315	27	2620	155	9108	2024-05-19	1.0800525901753977	814	6.823933402705515	18	0.15322844573443192	0.5148439671207125
65-80	12-17	0.8813272766369208	36	2620	142	9108	2024-05-19	1.0800525901753977	814	2.7102261456060304	6	0.4650461552164557	0.7493026645816865
65-80	18-24	0.7725199321458863	100	2620	450	9108	2024-05-19	1.0800525901753977	814	1.7091604938271605	38	0.5539339655164028	0.6567948807941466
65-80	25-64	0.9184371374665076	977	2620	3698	9108	2024-05-19	1.0800525901753977	814	1.176196640284123	1766	0.8141273801382779	0.780853393055645
65-80	5-11	1.0561068702290077	24	2620	79	9108	2024-05-19	1.0800525901753977	814	2.91892324947925	2	0.5281886725878361	0.8978999208617818
65-80	65-80	1.0800525901753977	814	2620	2620	9108	2024-05-19	1.0800525901753977	814	1.0800525901753977	814	1	0.9182585234340571
65-80	80+	1.1363584599120038	642	2620	1964	9108	2024-05-19	1.0800525901753977	814	1.582030780111249	670	0.8537361921836757	0.9661296597799361
80+	0-4	0.5086295249983576	17	1964	155	9108	2024-05-19	1.582030780111249	670	6.823933402705515	18	0.12101634361899466	0.4324357914128139
80+	12-17	0.7838020997676487	24	1964	142	9108	2024-05-19	1.582030780111249	670	2.7102261456060304	6	0.36521676746396886	0.6663869568427885
80+	18-24	0.48435958361620274	47	1964	450	9108	2024-05-19	1.582030780111249	670	1.7091604938271605	38	0.29433693960703355	0.41180153643288797
80+	25-64	0.6947434843957047	554	1964	3698	9108	2024-05-19	1.582030780111249	670	1.176196640284123	1766	0.5037608423863165	0.590669502531381
80+	5-11	0.587028539018794	10	1964	79	9108	2024-05-19	1.582030780111249	670	2.91892324947925	2	0.26084627177238795	0.49909047425691583
80+	65-80	1.1363584599120038	642	1964	2620	9108	2024-05-19	1.582030780111249	670	1.0800525901753977	814	0.8537361921836757	0.9661296597799361
80+	80+	1.582030780111249	670	1964	1964	9108	2024-05-19	1.582030780111249	670	1.582030780111249	670	1	1.3450393632556987
0-4	0-4	7.78239827598802	38	234	234	11214	2024-06-16	7.78239827598802	38	7.78239827598802	38	1	6.357656766910126
0-4	12-17	2.675929541411775	11	234	197	11214	2024-06-16	7.78239827598802	38	2.8895616996057614	10	0.50148792677849	2.1860409803520917
0-4	18-24	1.2436858604678673	15	234	578	11214	2024-06-16	7.78239827598802	38	1.4097921480825182	42	0.27059619156956743	1.0160014363580165
0-4	25-64	1.015141142568327	96	234	4532	11214	2024-06-16	7.78239827598802	38	1.2240985258111583	2242	0.22542419431393965	0.8292969243596106
0-4	5-11	6.161599511599512	9	234	70	11214	2024-06-16	7.78239827598802	38	4.57734693877551	2	0.9970431274326875	5.033581351236806
0-4	65-80	0.7275464725959776	46	234	3030	11214	2024-06-16	7.78239827598802	38	1.084646712195972	888	0.1641012250564846	0.5943528705043275
0-4	80+	0.3538836902614594	19	234	2573	11214	2024-06-16	7.78239827598802	38	1.5685270324178753	926	0.07568955554448503	0.28909739110007965
12-17	0-4	2.675929541411775	11	197	234	11214	2024-06-16	2.8895616996057614	10	7.78239827598802	38	0.50148792677849	2.1860409803520917
12-17	12-17	2.8895616996057614	10	197	197	11214	2024-06-16	2.8895616996057614	10	2.8895616996057614	10	1	2.3605630091670693
12-17	18-24	1.4772715296927967	15	197	578	11214	2024-06-16	2.8895616996057614	10	1.4097921480825182	42	0.687206302168923	1.2068240411562225
12-17	25-64	1.0927583209752645	87	197	4532	11214	2024-06-16	2.8895616996057614	10	1.2240985258111583	2242	0.5312827317256195	0.8927045478231744
12-17	5-11	0.8132704858593184	1	197	70	11214	2024-06-16	2.8895616996057614	10	4.57734693877551	2	0.21783324940630983	0.6643831919660212
12-17	65-80	0.9017657603323784	48	197	3030	11214	2024-06-16	2.8895616996057614	10	1.084646712195972	888	0.45380899383862816	0.7366774334891192
12-17	80+	0.5530903703236065	25	197	2573	11214	2024-06-16	2.8895616996057614	10	1.5685270324178753	926	0.24812891962002073	0.45183484716403605
18-24	0-4	1.2436858604678673	15	578	234	11214	2024-06-16	1.4097921480825182	42	7.78239827598802	38	0.27059619156956743	1.0160014363580165
18-24	12-17	1.4772715296927967	15	578	197	11214	2024-06-16	1.4097921480825182	42	2.8895616996057614	10	0.687206302168923	1.2068240411562225
18-24	18-24	1.4097921480825182	42	578	578	11214	2024-06-16	1.4097921480825182	42	1.4097921480825182	42	1	1.1516982647686047
18-24	25-64	1.2157976190839765	284	578	4532	11214	2024-06-16	1.4097921480825182	42	1.2240985258111583	2242	0.9231952040641571	0.9932187593137725
18-24	5-11	0.8315126050420169	3	578	70	11214	2024-06-16	1.4097921480825182	42	4.57734693877551	2	0.2777662562966726	0.6792856845334477
18-24	65-80	0.7939846060730641	124	578	3030	11214	2024-06-16	1.4097921480825182	42	1.084646712195972	888	0.6366037818897836	0.6486280224436379
18-24	80+	0.7163362681667623	95	578	2573	11214	2024-06-16	1.4097921480825182	42	1.5685270324178753	926	0.4810339152745941	0.5851949439217539
25-64	0-4	1.015141142568327	96	4532	234	11214	2024-06-16	1.2240985258111583	2242	7.78239827598802	38	0.22542419431393965	0.8292969243596106
25-64	12-17	1.0927583209752645	87	4532	197	11214	2024-06-16	1.2240985258111583	2242	2.8895616996057614	10	0.5312827317256195	0.8927045478231744
25-64	18-24	1.2157976190839765	284	4532	578	11214	2024-06-16	1.2240985258111583	2242	1.4097921480825182	42	0.9231952040641571	0.9932187593137725
25-64	25-64	1.2240985258111583	2242	4532	4532	11214	2024-06-16	1.2240985258111583	2242	1.2240985258111583	2242	1	1
25-64	5-11	0.9897648468036817	28	4532	70	11214	2024-06-16	1.2240985258111583	2242	4.57734693877551	2	0.3412131865568433	0.8085663252864441
25-64	65-80	0.898298640543666	1100	4532	3030	11214	2024-06-16	1.2240985258111583	2242	1.084646712195972	888	0.7781704328010327	0.7338450472754238
25-64	80+	0.6683681170029319	695	4532	2573	11214	2024-06-16	1.2240985258111583	2242	1.5685270324178753	926	0.47866647573531695	0.546008432254285
5-11	0-4	6.161599511599512	9	70	234	11214	2024-06-16	4.57734693877551	2	7.78239827598802	38	0.9970431274326875	5.033581351236806
5-11	12-17	0.8132704858593184	1	70	197	11214	2024-06-16	4.57734693877551	2	2.8895616996057614	10	0.21783324940630983	0.6643831919660212
5-11	18-24	0.8315126050420169	3	70	578	11214	2024-06-16	4.57734693877551	2	1.4097921480825182	42	0.2777662562966726	0.6792856845334477
5-11	25-64	0.9897648468036817	28	70	4532	11214	2024-06-16	4.57734693877551	2	1.2240985258111583	2242	0.3412131865568433	0.8085663252864441
5-11	5-11	4.57734693877551	2	70	70	11214	2024-06-16	4.57734693877551	2	4.57734693877551	2	1	3.739361531983135
5-11	65-80	1.0045591702027346	19	70	3030	11214	2024-06-16	4.57734693877551	2	1.084646712195972	888	0.35484291651594235	0.8206522179552954
5-11	80+	0.49810116040197655	8	70	2573	11214	2024-06-16	4.57734693877551	2	1.5685270324178753	926	0.1620928651438835	0.40691263807535916
65-80	0-4	0.7275464725959776	46	3030	234	11214	2024-06-16	1.084646712195972	888	7.78239827598802	38	0.1641012250564846	0.5943528705043275
65-80	12-17	0.9017657603323784	48	3030	197	11214	2024-06-16	1.084646712195972	888	2.8895616996057614	10	0.45380899383862816	0.7366774334891192
65-80	18-24	0.7939846060730641	124	3030	578	11214	2024-06-16	1.084646712195972	888	1.4097921480825182	42	0.6366037818897836	0.6486280224436379
65-80	25-64	0.898298640543666	1100	3030	4532	11214	2024-06-16	1.084646712195972	888	1.2240985258111583	2242	0.7781704328010327	0.7338450472754238
65-80	5-11	1.0045591702027346	19	3030	70	11214	2024-06-16	1.084646712195972	888	4.57734693877551	2	0.35484291651594235	0.8206522179552954
65-80	65-80	1.084646712195972	888	3030	3030	11214	2024-06-16	1.084646712195972	888	1.084646712195972	888	1	0.8860779498751724
65-80	80+	1.1579080294348907	805	3030	2573	11214	2024-06-16	1.084646712195972	888	1.5685270324178753	926	0.8728474957854047	0.9459271496692588
80+	0-4	0.3538836902614594	19	2573	234	11214	2024-06-16	1.5685270324178753	926	7.78239827598802	38	0.07568955554448503	0.28909739110007965
80+	12-17	0.5530903703236065	25	2573	197	11214	2024-06-16	1.5685270324178753	926	2.8895616996057614	10	0.24812891962002073	0.45183484716403605
