x	y	RR	N_pairs	N_x	N_y	N_total	nRR_fixed	season_date	season	season_label
18-24	65-80	0.640755607051229	14	86	562	2212	0.5306895633406497	2025-01-15	Dec-Feb	Dec-Feb 2025
18-24	80+	0.4967811158798283	9	86	466	2212	0.4114463464087467	2025-01-15	Dec-Feb	Dec-Feb 2025
25-64	0-4	1.1054597701149425	40	920	87	2212	0.9155689879839788	2025-01-15	Dec-Feb	Dec-Feb 2025
25-64	12-17	1.0894870923913043	29	920	64	2212	0.9023400231910718	2025-01-15	Dec-Feb	Dec-Feb 2025
25-64	18-24	1.2860591506572294	46	920	86	2212	1.0651458396648341	2025-01-15	Dec-Feb	Dec-Feb 2025
25-64	25-64	1.2074019376181475	462	920	920	2212	1	2025-01-15	Dec-Feb	Dec-Feb 2025
25-64	5-11	1.0686392914653784	12	920	27	2212	0.8850733613807947	2025-01-15	Dec-Feb	Dec-Feb 2025
25-64	65-80	0.8256943369952034	193	920	562	2212	0.6838603709913353	2025-01-15	Dec-Feb	Dec-Feb 2025
25-64	80+	0.712019499906699	138	920	466	2212	0.5897120732730529	2025-01-15	Dec-Feb	Dec-Feb 2025
5-11	0-4	1.883780332056194	2	27	87	2212	1.560193232563751	2025-01-15	Dec-Feb	Dec-Feb 2025
5-11	12-17	1.2806712962962963	1	27	64	2212	1.0606834860830916	2025-01-15	Dec-Feb	Dec-Feb 2025
5-11	18-24	3.810938845822567	4	27	86	2212	3.15631334279655	2025-01-15	Dec-Feb	Dec-Feb 2025
5-11	25-64	1.0686392914653784	12	27	920	2212	0.8850733613807947	2025-01-15	Dec-Feb	Dec-Feb 2025
5-11	5-11	6.0699588477366255	2	27	27	2212	5.027289304927643	2025-01-15	Dec-Feb	Dec-Feb 2025
5-11	65-80	0.7289442467378411	5	27	562	2212	0.6037295651320851	2025-01-15	Dec-Feb	Dec-Feb 2025
5-11	80+	0.17588618661580036	1	27	466	2212	0.14567326847493106	2025-01-15	Dec-Feb	Dec-Feb 2025
65-80	0-4	1.1310385732400703	25	562	87	2212	0.9367539822499209	2025-01-15	Dec-Feb	Dec-Feb 2025
65-80	12-17	0.7380171263345195	12	562	64	2212	0.6112439473059091	2025-01-15	Dec-Feb	Dec-Feb 2025
65-80	18-24	0.640755607051229	14	562	86	2212	0.5306895633406497	2025-01-15	Dec-Feb	Dec-Feb 2025
65-80	25-64	0.8256943369952034	193	562	920	2212	0.6838603709913353	2025-01-15	Dec-Feb	Dec-Feb 2025
65-80	5-11	0.7289442467378411	5	562	27	2212	0.6037295651320851	2025-01-15	Dec-Feb	Dec-Feb 2025
65-80	65-80	1.218604754245767	174	562	562	2212	1.0092784484425454	2025-01-15	Dec-Feb	Dec-Feb 2025
65-80	80+	1.1740297527224963	139	562	466	2212	0.9723603351494658	2025-01-15	Dec-Feb	Dec-Feb 2025
80+	0-4	0.4910709881110947	9	466	87	2212	0.4067170780592209	2025-01-15	Dec-Feb	Dec-Feb 2025
80+	12-17	0.44504425965665234	6	466	64	2212	0.36859660879341893	2025-01-15	Dec-Feb	Dec-Feb 2025
80+	18-24	0.4967811158798283	9	466	86	2212	0.4114463464087467	2025-01-15	Dec-Feb	Dec-Feb 2025
80+	25-64	0.712019499906699	138	466	920	2212	0.5897120732730529	2025-01-15	Dec-Feb	Dec-Feb 2025
80+	5-11	0.17588618661580036	1	466	27	2212	0.14567326847493106	2025-01-15	Dec-Feb	Dec-Feb 2025
80+	65-80	1.1740297527224963	139	466	562	2212	0.9723603351494658	2025-01-15	Dec-Feb	Dec-Feb 2025
80+	80+	1.6705455985558768	164	466	466	2212	1.3835869783772063	2025-01-15	Dec-Feb	Dec-Feb 2025
0-4	0-4	2.567398523641022	8	802	802	206420	2.393640675521372	2020-04-15	Mar-May	Mar-May 2020
0-4	12-17	3.2157811163899597	27	802	2161	206420	2.9981416647573034	2020-04-15	Mar-May	Mar-May 2020
0-4	18-24	1.5923303824156865	47	802	7597	206420	1.4845637469688031	2020-04-15	Mar-May	Mar-May 2020
0-4	25-64	0.979300963514605	387	802	101712	206420	0.9130232795029781	2020-04-15	Mar-May	Mar-May 2020
0-4	5-11	2.5930546561772365	31	802	3077	206420	2.417560437821523	2020-04-15	Mar-May	Mar-May 2020
0-4	65-80	0.80404225441413	137	802	43855	206420	0.7496258283556856	2020-04-15	Mar-May	Mar-May 2020
0-4	80+	0.899439943220566	165	802	47216	206420	0.8385671384698543	2020-04-15	Mar-May	Mar-May 2020
12-17	0-4	3.2157811163899597	27	2161	802	206420	2.9981416647573034	2020-04-15	Mar-May	Mar-May 2020
12-17	12-17	3.005738426838484	68	2161	2161	206420	2.802314363044397	2020-04-15	Mar-May	Mar-May 2020
12-17	18-24	1.458521675882556	116	2161	7597	206420	1.3598110216917099	2020-04-15	Mar-May	Mar-May 2020
12-17	25-64	0.994536610507155	1059	2161	101712	206420	0.9272277997687035	2020-04-15	Mar-May	Mar-May 2020
12-17	5-11	2.0178222175634875	65	2161	3077	206420	1.8812589052520738	2020-04-15	Mar-May	Mar-May 2020
12-17	65-80	0.8276781562816042	380	2161	43855	206420	0.7716620862999268	2020-04-15	Mar-May	Mar-May 2020
12-17	80+	0.9022827989821723	446	2161	47216	206420	0.8412175938327291	2020-04-15	Mar-May	Mar-May 2020
18-24	0-4	1.5923303824156865	47	7597	802	206420	1.4845637469688031	2020-04-15	Mar-May	Mar-May 2020
18-24	12-17	1.458521675882556	116	7597	2161	206420	1.3598110216917099	2020-04-15	Mar-May	Mar-May 2020
18-24	18-24	1.7096035930992552	478	7597	7597	206420	1.5939000750286487	2020-04-15	Mar-May	Mar-May 2020
18-24	25-64	1.0356982794430354	3877	7597	101712	206420	0.965603706013886	2020-04-15	Mar-May	Mar-May 2020
18-24	5-11	1.1656176049857014	132	7597	3077	206420	1.0867302780250765	2020-04-15	Mar-May	Mar-May 2020
18-24	65-80	0.9144856413882149	1476	7597	43855	206420	0.8525945653745903	2020-04-15	Mar-May	Mar-May 2020
18-24	80+	0.8465120201633035	1471	7597	47216	206420	0.7892213012988257	2020-04-15	Mar-May	Mar-May 2020
25-64	0-4	0.979300963514605	387	101712	802	206420	0.9130232795029781	2020-04-15	Mar-May	Mar-May 2020
25-64	12-17	0.994536610507155	1059	101712	2161	206420	0.9272277997687035	2020-04-15	Mar-May	Mar-May 2020
25-64	18-24	1.0356982794430354	3877	101712	7597	206420	0.965603706013886	2020-04-15	Mar-May	Mar-May 2020
25-64	25-64	1.0725914502943523	53756	101712	101712	206420	1	2020-04-15	Mar-May	Mar-May 2020
25-64	5-11	0.9827393662039839	1490	101712	3077	206420	0.9162289760321042	2020-04-15	Mar-May	Mar-May 2020
25-64	65-80	0.9648186586848522	20849	101712	43855	206420	0.8995211162834423	2020-04-15	Mar-May	Mar-May 2020
25-64	80+	0.8722842755226057	20294	101712	47216	206420	0.8132493273960218	2020-04-15	Mar-May	Mar-May 2020
5-11	0-4	2.5930546561772365	31	3077	802	206420	2.417560437821523	2020-04-15	Mar-May	Mar-May 2020
5-11	12-17	2.0178222175634875	65	3077	2161	206420	1.8812589052520738	2020-04-15	Mar-May	Mar-May 2020
5-11	18-24	1.1656176049857014	132	3077	7597	206420	1.0867302780250765	2020-04-15	Mar-May	Mar-May 2020
5-11	25-64	0.9827393662039839	1490	3077	101712	206420	0.9162289760321042	2020-04-15	Mar-May	Mar-May 2020
5-11	5-11	2.180202344145166	100	3077	3077	206420	2.032649377865963	2020-04-15	Mar-May	Mar-May 2020
5-11	65-80	0.8887534469944032	581	3077	43855	206420	0.8286038889742238	2020-04-15	Mar-May	Mar-May 2020
5-11	80+	0.9633071466715535	678	3077	47216	206420	0.898111901234335	2020-04-15	Mar-May	Mar-May 2020
65-80	0-4	0.80404225441413	137	43855	802	206420	0.7496258283556856	2020-04-15	Mar-May	Mar-May 2020
65-80	12-17	0.8276781562816042	380	43855	2161	206420	0.7716620862999268	2020-04-15	Mar-May	Mar-May 2020
65-80	18-24	0.9144856413882149	1476	43855	7597	206420	0.8525945653745903	2020-04-15	Mar-May	Mar-May 2020
65-80	25-64	0.9648186586848522	20849	43855	101712	206420	0.8995211162834423	2020-04-15	Mar-May	Mar-May 2020
65-80	5-11	0.8887534469944032	581	43855	3077	206420	0.8286038889742238	2020-04-15	Mar-May	Mar-May 2020
65-80	65-80	1.0829407833499876	10090	43855	43855	206420	1.0096489050446888	2020-04-15	Mar-May	Mar-May 2020
65-80	80+	1.0309746809525755	10342	43855	47216	206420	0.9611997938913686	2020-04-15	Mar-May	Mar-May 2020
80+	0-4	0.899439943220566	165	47216	802	206420	0.8385671384698543	2020-04-15	Mar-May	Mar-May 2020
80+	12-17	0.9022827989821723	446	47216	2161	206420	0.8412175938327291	2020-04-15	Mar-May	Mar-May 2020
80+	18-24	0.8465120201633035	1471	47216	7597	206420	0.7892213012988257	2020-04-15	Mar-May	Mar-May 2020
80+	25-64	0.8722842755226057	20294	47216	101712	206420	0.8132493273960218	2020-04-15	Mar-May	Mar-May 2020
80+	5-11	0.9633071466715535	678	47216	3077	206420	0.898111901234335	2020-04-15	Mar-May	Mar-May 2020
80+	65-80	1.0309746809525755	10342	47216	43855	206420	0.9611997938913686	2020-04-15	Mar-May	Mar-May 2020
80+	80+	1.2796212176502035	13820	47216	47216	206420	1.193018289768239	2020-04-15	Mar-May	Mar-May 2020
12-17	12-17	1	0	1	1	10	NA	2020-01-15	Dec-Feb	Dec-Feb 2020
12-17	25-64	1.2222222222222223	1	1	9	10	1.2222222222222223	2020-01-15	Dec-Feb	Dec-Feb 2020
25-64	12-17	1.2222222222222223	1	9	1	10	1.2222222222222223	2020-01-15	Dec-Feb	Dec-Feb 2020
25-64	25-64	1	8	9	9	10	1	2020-01-15	Dec-Feb	Dec-Feb 2020
